Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
12729,3,0,3,0,1,Like Nike bitch just do it!
7923,9,0,9,0,1,"Amennn!!!!! ""@WomenLoveBrickz: If your girlfriend doesn't like that bitch, you don't talk to that bitch"""
14034,3,2,1,0,0,"Only word I can understand on #BlackJesus is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO."
11267,3,0,3,0,1,I tld that hoe 2 wrongs dnt make a rite now she wanna sing
5594,3,1,2,0,1,@_tiffnasty some niggas didnt desrve to have that bitch in the first place
6166,3,0,3,0,1,@gallinofmilk fight me hoe
9040,3,0,3,0,1,Don't fuck with girls that wear beanies
22422,3,0,3,0,1,"This bitch fell straight through the chair... Im high, of course I laughed..



Even if I wasn't I would've still laughed."
7817,3,0,3,0,1,"All my young boys round me saying ""get money and fuck these hoes"""
20027,3,1,2,0,1,RT @lucybeeee: &#8220;i hate when i lose something and my mom says &#8220;well i guess it wasn't that important&#8221; like bitch you lost me in a grocery st&#8230;
22294,6,1,4,1,1,These niccas want war give me what you got #WeTheLastOnesLeft #UMightNotGetIn #BeerandTacOS http://t.co/xwTa1PUDZU
14507,3,0,0,3,2,RT @AmazingTiming: Bad monkey! #AmazingTiming http://t.co/UD5XkiaNVt
24710,3,0,3,0,1,maryjane_militant_que you got that bomb azz pussy lol http://t.co/t9dsTikwcH
9881,3,0,3,0,1,Haha a private industry birthday is needed to all who have celebrated our bday the past month I can't wait for ours! I see you nig**s lol &#128513;
13590,3,1,2,0,1,Nicca n dis bitch playin games on his phone
25063,6,1,3,2,1,"they probably hate me even more because not only do I look white (when I'm technically a poc), but I have white hair now I'm double cracker"
10524,3,0,3,0,1,I don't want a bitch that's erybody bitch !
12093,3,0,3,0,1,"In class still drunk from last night and this broad is doing a presentation on Chipotle, bitch can I live #tease #feedme"
7183,3,0,3,0,1,@sbsylvester @kieffer_jason bitch fuck that blog where u be at meet up and get your round
13691,3,1,2,0,1,Niggaz been making trash lately. Well not everybody but some lol
18557,3,0,0,3,2,"RT @Yankees: Congratulations Ichiro! That leadoff base hit in the 8th is hit No. 2,800 in his @MLB career!"
24812,3,0,2,1,1,oh.... Trash you say... This trash gonna keep driving thru ky.. &#8220;@corey_emanuel: @LifeAsKing she's trash. Just gotta ignore her.&#8221;
9882,3,0,3,0,1,Haha bitch ass gucci
20594,3,0,3,0,1,RT @thecoreyholcomb: It's a got damn shame bitches wit raw ass dick sucking skills are not wifey material.
10012,3,0,0,3,2,He so trash RT @yusufyuie Cary Williamsc GOT CARRIED lol
8031,3,0,3,0,1,Arguing over a bitch with a glued on butt
17042,3,0,0,3,2,RT @NinerFans: #Seahawks fans are scheduled to meet up at Pier 39 on SAT. @ 5PM to trash talk and heckle San Franciscans! BE PREPARED! WEAR&#8230;
3077,3,2,1,0,0,@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe
3453,3,0,3,0,1,@Hendrixoxo bitch why did you not fav or retweet this
19832,3,0,3,0,1,"RT @kanYeBreast: seeee RT @phontigallo: ""Let that bitch hop in your mentions one more time, hear?"" http://t.co/VqHWqhvnwB"
128,6,0,6,0,1,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;"
19435,3,0,3,0,1,RT @flygurlWilliams: If yo bitch only fucking with you bcuz of your money chances are any nigga with some money can fuck her?&#128563;
18811,3,0,3,0,1,RT @_____redd: killing these bitches go body for body &#128530;&#128524;&#127911;
3075,3,0,3,0,1,@DeeRay_FRESH - pussy &amp; purp.&#128514;
3186,3,0,3,0,1,@EdgarGuillenjr your a punk pussy ass bitch! Dude you don't have the balls to fight all you wanna do is wanna hit girls your a fuckin bitch
17926,3,0,3,0,1,RT @TMRoja: I'm all cock and pussy like in my tweets; and all penis and vagina like in DMs &#128586;
17304,3,1,2,0,1,RT @Pointstacked: Follow this fag @ShinSnipes it's his birthday today
16881,3,1,2,0,1,RT @MoneyMakers_Ent: Bitch you're retarded RT @TheVinnette: Men that cook should wear panties too&#8221;
7877,3,0,3,0,1,All you ladies pop your pussy like this
22656,6,1,4,1,1,Till Michonne gutted dat hoe
10203,6,1,5,0,1,How she stay faithful with a room full of hoes
16003,3,1,2,0,1,"RT @ImToBlame: RT @latry: Hispanic women just have the great pussy and wife skills, white girls own the dick sucking and black chicks....ca&#8230;"
6903,3,0,3,0,1,"@moneydriven lol profane words, bwahahahahahah mad gay faggot fuck boi. Get at me bitch ass nigga."
12478,3,0,3,0,1,Just straight like that. No chaser. And the bitch was a SOLID FIVE ON HER WEDDING DAY MY NIGGA.
21275,3,0,0,3,2,Shut up birds it's bed time.
12113,3,0,0,3,2,Inbed eating left over poppadom. #livinthedream
21282,3,0,3,0,1,"Shut yo ""new year, new me"" lookin ass up bitch. &#58386;&#58386;"
22048,3,1,2,0,1,The most broke people have the most to say bitch nigga how can you afford to speak
21396,3,0,3,0,1,"So excited for tomorrow &amp; Saturday, &amp; then just being a lazy bitch on Sunday. &#128076;"
12572,3,0,3,0,1,Kobe is fat &amp; Im white &#9996;RT @jwill252: Some people just retarded lol RT @TheTrackMamba: Y'all really think Kobe Fat tho??? Give me a break!!
17523,3,0,3,0,1,"RT @RonTheAnchorman: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 &#8230;"
20708,3,0,3,0,1,RT @unanswerdverses: did that bitch ever get out of ludacris's way?
19811,3,0,3,0,1,RT @joytooawesome: @im_jessicaaaaa @vintage_monroe_ bitch no I'm talking to her !
11289,3,0,3,0,1,I used to think that bitch was bad ... But not no moe !
6051,3,2,1,0,0,"@drboycewatkins1 Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time you're a disgrace everywhere"
5548,3,0,3,0,1,@_bradleey SAME&#128530; like bitch it's the struggles to use the stairs let ppl get on &#128074;
7963,3,0,3,0,1,And little bitch ass @_TriggaPlease_
5815,3,0,3,0,1,@brendacoyt_3 : ahah chill my bitch look better &#128514;&#128514;&#128514;&#128527;&#128076;
15546,3,1,2,0,1,RT @Fewjr: @1MarKus_A @MakEitSndGoOd she curved regular niggas daily. Especially us Austin niggas. Damn yellow ppl &#128127;
15375,3,0,2,1,1,RT @DomBeets: I wish someone would make a song about how these hoes ain't loyal
16699,3,0,3,0,1,"RT @MATTerbate: ""Omg October is gonna be the best month ever"" 

Basic bitch"
11192,3,0,3,0,1,I swear I care about everything else but these bitches &#128075;&#9996;&#65039;.
223,3,0,1,2,2,"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know"
21284,3,1,2,0,1,Shutup faggot RT @black_taco_: To fumble @Thotcho: Took them a while&#8220;
9295,3,0,3,0,1,Facts can be a bitch sometimes. http://t.co/zZkAgXiVlU
21309,3,0,2,1,1,Since you gave me the pussy that ass getting fatter
2476,3,0,3,0,1,@AmandaShow__ bet that some good pussy!!!
8082,3,0,3,0,1,Awwwwww they no Kaep ain't rape no bitch!!!!
2008,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN
20611,3,0,3,0,1,RT @thereal_EMandM: Settling down is for pussies
2832,6,0,6,0,1,@CapoDaAssHole @Alejandro_Bihhh lmaooo I wanted them hoes she was suppose to hold em
6522,3,0,2,1,1,@karlamorenoo just look for the realest niggah on rosecrans that be me lol
2267,3,0,0,3,2,1996 and 1999 World Series Rematch: #Yankees #Braves
1254,3,1,2,0,1,"&#8220;@DrMalvo: @woods_lamar 

http://t.co/ChNxcPLZWR&#8221;

Hidey hidey hoe! White folk be all noyvous round coloreds"
444,3,0,3,0,1,"""Don't you ever give my pussy away. You keep it tight, alright?"""
7086,3,0,3,0,1,@ratchetandsassy @ me hoe
25250,3,0,1,2,2,yea so about @N_tel 's new friend.. all my friends kno they're only allowed one cute darkie friend n that's me! lol
23566,3,0,3,0,1,Yall can stop RTing that whataburger shit too cuz I'm still gon eat there. Shouldn't have ordered the chicken dumb bitch.
511,3,0,3,0,1,"""IBS"" irritable bitch syndrome."
2218,3,0,2,1,1,....is now tweeting from a tablet....baller bitch!
11562,3,0,3,0,1,I'm getting tired of you telling what the fuck I'm doing every time I'm doing something lol. -peckerwood guy
6886,3,1,0,2,2,@mis_sarahd @basedpapi1017 tranny
18382,3,0,0,3,2,RT @VersaceSilk: When you try to tell grandpa that 70s music was trash https://t.co/kYULQZoBC6
3581,3,1,2,0,1,@ImSoLK @OgHasnt fag
23583,3,0,0,3,2,Yankees season over tho. So yeah.
20163,3,0,3,0,1,RT @mzkiccz: I don't tell bitches I show bitches&#128524;&#128133;
7998,3,0,0,3,2,Another season of retweeting every one of @nikaaaa3 's Yankee tweets! &#128514;&#128514;&#128514;&#128514;
23513,3,0,3,0,1,Y'all dumb bitches out here FUCKING UP
10541,3,0,3,0,1,I dont kiss none of these hoes &#128567;&#128586;&#128069;&#128581;
5241,3,2,1,0,0,@Vexda go jerk off to lollis faggot.
9321,3,0,2,1,1,Fear no bitch
22633,3,0,3,0,1,This work shit for the birds....ion think it take 8 hours to do nothing....
6536,3,0,1,2,2,@kathleen_herne Stink should shut his hole &amp; just perform his tricks like a good trained monkey
14703,3,0,0,3,2,RT @BeyondBanksy: #BreakingNews #streetart #graffiti #new #mural by duo EtamCru in #Rome #Italy #morning #breakfast #coffee #trash http://t&#8230;
948,3,0,3,0,1,#xfactorau sick of guys who sing like pussies. Where are the rock type men?
23531,3,0,0,3,2,Y'all sleep on Shy Glizzy &#128564; Young Jefe&#128520;
2710,3,0,3,0,1,"@Bombfantasyyy @Angela_Mastr lmao angela you look like a damn potato bitch, keep talkin"
13357,3,0,3,0,1,"My favorite is #picslip that's a dumb bitch, who just posted a pic and isn't sure she should have or not!"
6153,3,1,2,0,1,"@freddurst shut up faggot, no one cares"
17004,3,0,3,0,1,"RT @Neonte: We was wearing shorts about a week ago,week ago.
Grab ya hoodies Cause it's freezing hoe, freezing hoe &#128514;&#128514;&#128514; http://t.co/eC7dT54u&#8230;"
23860,3,0,3,0,1,You little twats.
17983,3,0,3,0,1,RT @TedOfficialPage: Your opinion is irrelevant because you are a cunt
8456,3,0,3,0,1,Bum bitch won't even my type
10474,3,1,2,0,1,"I don't feel like all black people are niggers but if you're black and you're being a nigger, imma tell you, idc"
8907,3,0,3,0,1,"Day juan at the Jim, and Im in total bitch mode for hopefully a week. Ty @RealWallieWall"
4881,3,0,3,0,1,@StarLavaFox if the bitch don't like it she can't be my bitch
1764,6,1,5,0,1,&#8220;@comedianjayski: Happy Hour time best time of da day!!!!!&#8221; Niggas don't know bout them happy hour hoes
16395,3,0,3,0,1,"RT @KinGxStoney: Yeah we can't wrestle, might have to rock bottom you foreal ""@VeronicaGK: I'm a big bitch and proud lol let me live"""
14570,6,0,6,0,1,RT @AskWhy05: I hat that I paint my beard shit... Just eat some pussy and grow you one dawg... Quit tryin to shortcut it
3174,3,0,3,0,1,@EaTMyTweetZz Huh? I been with Verizon for 4 years bitch.
7374,3,2,1,0,0,@thewagnerer fags***
8812,3,2,1,0,0,Cute ass niggah. http://t.co/h0SQoPTYfX
5980,3,0,0,3,2,"@datachick Humanity really needs to get past this whole ""slow down and stare at the scene of an accident"" ape mentality we have :-/"
17789,4,0,0,4,2,"RT @SportsCenter: BREAKING: Japanese ace Masahiro Tanaka will sign with the Yankees for seven years, $155 million. (via Fox Sports)"
17485,3,0,3,0,1,RT @RichHomieMeezy: @54OO_Mauri my internet aint get transfered yet pussy
18676,3,0,2,1,1,RT @_Creamm_: @Victoria_Finae dont mind my retarded ass&#128514;
8153,3,0,2,1,1,Bae gotta bitch &#128514; whoops &#128564;
2096,6,0,6,0,1,' I will never date a female with another niggah name on her lol . Wtf .
11759,3,1,2,0,1,"Idgaf about you, or ya mens, ya bitch, none of these bitches. Y'all all can fuck off for all i care."
23261,3,0,2,1,1,Where this hoe Benga at
1132,3,0,0,3,2,&#8220;@AntiGlib: RT @nateyfu123: #Yankees Michael Pineda in his next start.. http://t.co/Zb1zWN0jet&#8221; @954Nole
8414,3,0,3,0,1,Bro what in the fuck y'all bitches thinking ... That is not ok
16058,3,0,3,0,1,RT @IzzeTheProducer: You wonder why I call you bitch ... You wonder why I call you bitch -2pac
23375,3,0,3,0,1,Why niccas be hating tho lol .. Let me live homie
1376,3,0,0,3,2,"&#8220;@JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;

#TeamWhiteGirls 
#SwirlTheWorld"
20381,3,0,3,0,1,RT @rose_shayna1: Never cared about how another bitch saw me. I know who I am
24992,3,1,2,0,1,tears &#8220;@TheDouch3: #RelationshipGoals RT @queenallyssa @TheDouch3 don't call me sweetie you fucking retard&#8221;
10258,6,0,6,0,1,"I ain't going to movies, hoe we straight sexing."
8029,3,1,0,2,2,Aren't these little border jumpers supposed to be in school
9182,3,0,3,0,1,Eattin all this pussy im startin to get chubby
20887,3,0,3,0,1,RT @zeemonstaa: There no such thing as too much pussy .
21875,3,0,3,0,1,That nigga talkin like a hoe Tell that bitch nigga speak up
14820,3,1,2,0,1,"RT @BriWh0: Niggas gossip like hoes, most of 'em bitches"
9875,6,0,6,0,1,Had to get that hoe shit off my TL
2899,3,2,1,0,0,@ChaseBasford chase you God damn faggot &#128514;&#128557;&#128514;&#128557;
7129,3,0,3,0,1,@riseofthefags69 stfu prude ass basic ass bitch
4418,3,0,3,0,1,@NoreigaStacks he forced it lol mad bitches came to my mind thru every bar
24338,3,2,1,0,0,fucking CHRIST i hate tutors and TAs. you literally get paid to teach retards to stop picking their nose. GET THE FUCK OUTTA MY FACE
6007,3,1,2,0,1,@denytheprophecy that's a dragon you retard
17177,3,0,3,0,1,"RT @OhLeyo_: @vin_chenzo1 I'm a joke having hoes ain't shit, I'm just looking for the first girl I loved when I'm in these bitches. That's &#8230;"
6236,3,0,0,3,2,"@hardball @now @hardball_chris now jimmy want to talk trash would've ,should've, could've now, Chris stop talking and spitting!!!!!!!!!!!!!!"
5693,3,0,3,0,1,@arionnee cuz you know i was playing witchu i aint call yo mama a bitch or say yo brother ugly af did i?
4616,3,0,3,0,1,"@RainaluvsA intimidated?! What pussies, all I see is a sweet, honest woman, but seriously you could make this stalking thing so much easier!"
23508,3,0,3,0,1,Y'all bitches wanna be so different and y'all really so basic&#128553;&#128553;&#128553;
12783,3,0,3,0,1,Little bitch!!
2254,3,0,3,0,1,100 days til Christmas bitches
19217,3,0,0,3,2,"RT @cpabry: Curious George, the curious little monkey or deranged serial cat killer? The story the man with the yellow hat doesn't want you&#8230;"
24705,3,0,3,0,1,making the shittiest pigs in a blanket but they're gonna be good. i'm not tryna impress Gordon Ramsey's bitch ass i'm trying to make poop.
3847,3,1,2,0,1,@Jwreich142 @SteveWorks4You teabaggers are extremely dumb...
9678,3,1,2,0,1,Getting niggaz to discuss more than sports hoes and rap music is impressive but SO HARD TO DO!
2486,3,0,2,1,1,@Amizzyy_ Lol that hoe did numbers
9395,3,0,2,1,1,Fluffy is a retard homeboy is calling a baby rattlesnake friend and kissing him! Baby rattlers will kill you man!! &#128563; http://t.co/pWFO8JHaOA
4471,3,0,3,0,1,@On_Point_Prg @Fempop @WendyDavisTexas Did you take a picture of your pussy I hope you super sized it because it's huge grand canyon size
4075,3,0,3,0,1,@LornaLovesMatt @delon03 @aaryneliza poor poor parker has nothing...without aaryn 2 bitch about no 1 would even know he was around a looser
3360,3,1,2,0,1,@GlynJackson2 @Rachh_Basss granted cracker isn't that bad because when you say that to a white person your saying their one of the slave
9534,3,1,2,0,1,Fuck that stupid bitch.. &#128530;
9133,3,1,2,0,1,Dumb ass hoe
14275,6,0,6,0,1,Punk ass cop jus bulldogged that bitch https://t.co/SCeoQIqbme
1638,3,0,3,0,1,&#8220;@Weakass_Drex: If Jennifer Hudson can lose weight anybody can you fat ass hoes!!!&#8221;&#128514;&#128514;&#128514;&#128514;
22693,3,0,3,0,1,Told ya months ago Charlie wasn't bullshittin.. Bevo is next
13070,3,1,2,0,1,"Man, aunt petunia is a royal bitch."
9418,3,0,3,0,1,For you bitch niggas out there &#128527; http://t.co/6wI3EPalwo
11922,6,0,4,2,1,If you can't turn Instagram likes/follows into some real life shit #trash
23366,3,0,2,1,1,Why is Baltimore so damn ghetto &#128514;
5852,3,0,0,3,2,@caraabastow That's a cute and fuzzy one...hehehe ;)
12884,3,0,3,0,1,"Lol @ ""active"" RT @SherinaVictoria: Idgaf about an active hoe as long as she's not fucking my man. need to learn how to mind your business."
24450,3,0,3,0,1,http://t.co/ARKGfY02pT&#8221;girl cheeks gone be cold than a bitch
3888,3,1,2,0,1,@Keim_Hefner lmaooo hell naw nigga you must was playing school of blind and cripple
2185,3,1,2,0,1,*Does backflip* THISSSSSSSS!!! RT @Krislisisms: You niggas switch up your opinions like faggots
19107,3,1,2,0,1,RT @brittanyaflores: you got niggas &amp; I got bitches &#128080;
22329,3,1,2,0,1,"They fail to realize Ion want ""Friends"" bitches switch up quiccer than I change the channel &#128175;"
15820,3,0,3,0,1,"RT @Heissarcastic: If my jokes offend you:

1) I'm sorry
2) It won't happen again
3) 1 &amp; 2 are lies
4) You're a pussy
5) Your Mom hates you&#8230;"
11934,3,0,3,0,1,If you go to the barber shop on Friday you have to your charger and some snacks in that bitch &#128514;
9209,3,0,3,0,1,Even gtta AK sittn at my bitch house
22207,3,0,3,0,1,These bitches think they know snap. Ha bitch I am snap
3251,3,0,3,0,1,@FernandezIce quit being a pussy
24749,3,0,3,0,1,"n I cant even enjoy the reg House Hunters, which is 1 of my fav shows..because I know House Hunters International bitch ass comes on next"
12781,3,0,3,0,1,Literally was in the best mood and bitches literally killed my vibe
3554,3,0,3,0,1,@ITS_MAKEPEACE i donno who demz iz? But ima bout to get white gurll ghetto on there asses when i find out....
8454,3,0,3,0,1,Bullying laws are for pussies.
7120,3,0,3,0,1,@richiechristie1 I should've &#128553; that bitches wallet was tigher than her pu$$y
22671,3,0,2,1,1,Tires fly when I mash the gas... My motor hot and these hoes fast
20735,3,0,3,0,1,RT @vincestaples: In other news your bitch cook for me.
17659,3,0,3,0,1,RT @Shakilaahh: - LOOOOOOL&#128557; 2nd best tweaking hoe vine&#128557; https://t.co/m6Anq9CQS9
24818,3,0,3,0,1,omfg RT @DFkinLopes: Your feet bitch RT @NIPSLlP Whisper something dirty in my ear &#128523; http://t.co/xrIykfgg3Q
13628,3,0,3,0,1,Nigga yu bitch made &#127797;&#127797;
5734,3,0,3,0,1,@baaaabyshaaaay_ Ununnnn what plans? Text me niggah!!
6785,3,0,0,3,2,@louisck a video i made -- Porn Actress Sexy Capri Anderson Kissing Video with Charlie Sheen http://t.co/VTH4r762 via @youtube
2389,3,0,3,0,1,@A875Silva @jezzzz_ if she do then she gone die too I ain't playin dawg bitches gone be ruthless then I will be too! &#128175;&#128170;&#128074;
19486,3,0,3,0,1,RT @govs310: You shouldn't bitch about anything until you're in a 21 person group chat
21885,3,0,3,0,1,That pussy can't be that hairy shit gotta stink lol
12852,3,0,3,0,1,Lmaoooooo lil Dave you a hoe for that
22358,3,0,3,0,1,They trynna hoe Geno TD throw
24633,3,0,3,0,1,killers don't pillow talk.. wit dey bitches
4330,3,0,3,0,1,@MyKat_Meows bitch
13046,3,0,3,0,1,Man bitches love Beyonce....no punch line
23217,3,0,3,0,1,When the teachers aid trys acting like she's the teacher... bitch please
992,3,0,3,0,1,&#128514; bruh these hoes gotta be stupid.
10280,6,2,4,0,1,I already know Wilson gone hoe later on let me gone get my ammo
17709,3,0,3,0,1,RT @Sialovely_: I could literally be crying one minute get up wipe my face &amp; walk out the room like bitch turn uuuup &#128514;&#128514;&#128514; idk it's weird.
16333,3,1,2,0,1,"RT @KattWilliams: I hate ghetto loud rude ugly bitches, Bitch you already ugly ... why the f*ck you gotta to be loud too?"
8958,3,0,0,3,2,Diabetes galore &#128514;&#128514;&#128514;&#128514;&#128514; RT @TIME: Colorado health officials recommend pot brownie ban http://t.co/Z59oy20TMp
5868,3,0,3,0,1,@cbfollowheidi bye ugly hoe please do something about that nasty horse hair weave.
5844,3,0,3,0,1,@calumlove1997 might havti give you a visit. This cunt isn't going to have a family when im done.
8467,3,0,3,0,1,"Bust a nicca head,smack a hoe and shoot the club up! &#128514;RT @Yes_Yes117: @DaRealQuitaM @VonshayeB So what we doing??"
24837,3,0,2,1,1,one you're annoying. two you a damn hoe. three you ain't about to do a thing. must we go on.
14314,3,2,1,0,0,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot"
3839,3,0,3,0,1,@JustKarahn bye hoe
13027,3,0,3,0,1,Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;
1032,3,0,3,0,1,"&#128514;&#128557; RT @kiaaXO_: RT @sweetbre_xo: Lmfao ""@BeingMsDaisy: WTF kinda pussy my mom think I got, buying this shit. &#128530;&#9995; http://t.co/uZvnXQFMFn"""
5839,3,0,1,2,2,@c_drew_ I'm guessing so. The players are talking trash.
212,3,0,3,0,1,"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol"""
11983,3,0,3,0,1,If you're being a little scared bitch about the POSSIBILITY of a louisville purge...just go to Ferguson.
9337,3,0,3,0,1,Females use breast cancer awareness month as an excuse to be a hoe on social sites smh knowing damn well they know nothing about that shit.
3130,3,1,0,2,2,@DonLemonCNN @DanaBashCNN u both sorry to give racist @SenTedCruz a platform w his trash language Dana ur intvw was below kindergarten level
13183,3,0,3,0,1,"Mitt Romney Gone take away weave if he become President, hoes gone be walkin around looking like Lil Bill &amp; Calliou..."
4878,3,0,0,3,2,"@StPaul_Brandon 
She colored not Lebanese"
20279,3,0,0,3,2,RT @pgammo: That the Yankees have won four straight Shane Greene starts and 7 of 9 speaks to his stability in a season of starters' emergen&#8230;
10653,3,0,3,0,1,"I got my own rhythm and stroke patterns when I'm bout to nut, be still bitch."
10394,3,2,1,0,0,I can't fuck a scary hoe.
23346,3,1,2,0,1,"Why do people bring their children to the salon, this Mexican bitch needs her animals on a leash for real."
3688,3,0,3,0,1,@JacobbBacker faggot
24604,3,0,0,3,2,it's a brand new day and the birds they chirpin
2274,3,2,1,0,0,2 beer queer
11352,3,0,3,0,1,I wasn't born last night I know these hoes ain't right
16712,3,0,1,2,2,RT @MNYves: He's an idiot. RT @M00n_baby: miserable trash excuse for a man http://t.co/jtL7Uis2YM
659,3,0,3,0,1,"""this weekends going to be fabulous"" naa man, you're seeing nae cunt. If you do they'll be koed in 2 seconds flat. Hate u. #fuckgm"
23466,3,3,0,0,0,Worlds biggest faggot lol
219,3,0,3,0,1,"""@QUAN1T0: These bitches don't care they just play that role."""
4684,6,1,3,2,1,@RivenbarkYahoo @hale_razor jim Hogg county a dirt poor democrat leaning county.. Hebronville is it's seat. Been there it's a near ghetto
9226,3,0,3,0,1,Every day I wake up celebrating. Why? I just dodged a bullet from a crazy bitch.
23046,3,0,3,0,1,"Well, jhud is giving me 'bae just got home from work and Ima throw the pussy at him' http://t.co/2KBSxaMddg http://t.co/EsZjSuqYIQ"
22143,3,0,0,3,2,There is a trash bag in my hall thats been there for like 2 wks. Weird thing: it changes consistency every few days
16380,3,0,3,0,1,RT @KiingVon: These bitches so fucking stupid smh http://t.co/ClvrfbOQBL
15654,3,0,3,0,1,RT @FunnyPicsDepot: rt if u remember when steve from 'blue clues' left us with that other bitch ass nigga joe http://t.co/AMJyeK77QA
19156,6,0,6,0,1,"RT @charlie_danger: Beautiful wall color &#128525; ""@_100d: I don't love these bitches and you shouldn't either &#128581; http://t.co/TfoTrkw25v"""
5992,3,1,2,0,1,@deIukesionaI more like emily is a little twat
5369,3,0,0,3,2,@YeIIowbang yeah people know he's not trash but his game is limited and it showed late in games against Portland
8420,3,0,3,0,1,Broke bitches that talk shit those the ones that I stunt for &#128526;
9723,3,0,2,1,1,God my tweets are so ghetto
14969,6,0,6,0,1,"RT @CauseWereGuys: Life is a bitch and harsh enough. Guys need a girl that will make them feel better and help relieve some of the stress, &#8230;"
16576,3,0,3,0,1,RT @LiiilBxrde: Plot twist: it takes a lot to cut that bitch off &#128528;
17519,3,3,0,0,0,"RT @RollingWithTrin: ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" &#128514;&#128514;&#128514;"
17564,3,0,0,3,2,"RT @SSparklesDaily: The most beautiful women I've met have bruised souls, tired eyes, &amp; quiet smiles. The survivors. The ones who know abo&#8230;"
9641,3,0,3,0,1,Gator's bitches better be using jimmies
13615,3,0,3,0,1,Nigga gotta find them hoes quick
10885,3,0,1,2,2,I just want some Oreos &amp; milk honestly. Just stop by the store &amp; pick up some on your way back lol
12531,3,0,1,2,2,Kentucky Fried cater to da white folk. No colored menu
3404,3,2,1,0,0,@GrizzboAdams roid rage much faggot?
16800,3,0,0,3,2,"RT @MensHumor: Kim Kardashian had a baby...in more important news, I took out the trash last night."
23355,3,0,1,2,2,"Why does MSNBC have a ""news"" show that is 100% opinion &amp; right wing talking points? Joe the nation is with PBO not u teabaggers #morningjoe"
24823,3,0,3,0,1,on my way to fuck your bitch http://t.co/xiDFePYYiE
17561,3,0,0,3,2,RT @SOMEXlCAN: Who needs Twinkies? When you got Gansitos?
15964,3,1,2,0,1,RT @IdGaf_IMYella: To be honest niggas are the biggest roaches these days.. They be with bitches just to have someone to put shit in their &#8230;
5670,3,2,1,0,0,@amandabynes i can give you some of my clothes so you can look like a cute dyke
21036,3,2,1,0,0,"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;"
17278,3,0,3,0,1,"RT @PhillyDaBoss323: LOL favorite line tho ---&gt; RT @_bendoneit
You say no to ratchet pussy, juicy j cant."
16213,3,0,0,3,2,RT @JoeyG_145: Downloaded flappy bird 5 minutes ago... It's already deleted.
19544,3,0,3,0,1,RT @iAMxJONES: I know where I would be tonight if I was in #ATL #MansionElan I can bet that bitch gone be lit tonight &#128293;&#128293;
15767,3,0,3,0,1,"RT @HBCUfessions: Am I the only nigga that fucked a ""virgin"" expecting her to scream. She wasn't even moaning....bitch you not a virgin- FA&#8230;"
7143,3,0,0,3,2,@ryancommakerry @dianaaaxo @JennaAmendolare guys number 42 on the Yankees looks like uncle Stevie LMAO IM DYING
17832,3,1,2,0,1,"RT @SteveStfler: A hoes favorite line is, ""Don't judge me, you don't know what I been through!""

Yeah I do... a lot of dick."
13295,6,0,5,1,1,My bitch bre been ina good mood they free'd her young hogg &#128175;
10027,3,0,0,3,2,"Hear the birds on the summer breeze, I drive fast"
8424,3,0,2,1,1,Broner would still knock half u niccas out
21386,3,0,0,3,2,"So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia."
9496,3,0,3,0,1,Fuck around and waste my time and I'll fuck that bitch you hate and that one friend you love&#9996;&#65039;
25058,3,1,2,0,1,these pussy ass niggas ain't bout that life
10827,3,0,3,0,1,I heard bitches commit sins for Chipotle
17025,3,0,1,2,2,RT @NicoRomero23: EDM music is trash af and annoying
1950,3,0,3,0,1,&#8220;@staciaburbidge: fat chance you'll ever catch me drinking a beer&#8221; same bitches
10745,3,0,3,0,1,"I hate takin out the trash, I always be expecting a big ass dog to be in the alley or like a raccoon to jump out the dumpster"
17941,3,0,3,0,1,RT @TacoPablo_: Rich dollaz always trynna snatch a bitch. Like he a bitch &#128514;
8014,6,3,1,2,0,Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115
22550,3,0,0,3,2,This is why my mother isn't allowed to make brownies http://t.co/h0cFT5wcBV
